person_id,make,rank
8278,Maserati,A
8278,Volvo,C
8278,Mazda,B
8278,Lexus,C
8278,Toyota,C
8591,Genesis,B
8591,Toyota,B
8591,Lexus,B
8591,Maserati,A
8591,Volvo,C
8591,Hyundai,B
8591,Mazda,B
12162,Maserati,A
12162,Mazda,B
12162,Volvo,C
17974,Genesis,B
5314,Lexus,C
5314,Mazda,B
5314,Volvo,C
5314,Hyundai,B
5314,Maserati,A
5314,Audi,C
5314,Genesis,B
5314,Toyota,C
8046,Hyundai,A+
8046,Maserati,A
8046,Genesis,A+
8046,Volvo,A
8046,Toyota,A+
8046,Audi,A
8046,Lexus,A+
8046,Volkswagen,A
8046,Mazda,A
4542,Volkswagen,B
4542,Toyota,C
4542,Maserati,A
4542,Mazda,B
4542,Lexus,C
4542,Hyundai,B
4542,Genesis,B
4542,Volvo,C
15128,Toyota,A
15128,Volvo,C
15128,Lexus,A
13409,Volvo,B
13409,Maserati,A
13409,Genesis,B
13409,Lexus,C
13409,Toyota,C
13409,Mazda,B
13409,Hyundai,B
5234,Volvo,C
5234,Audi,B
5234,Volkswagen,A
16240,Toyota,C
16240,Lexus,C
8285,Volvo,C
8285,Toyota,B
8285,Lexus,B
8285,Mazda,B
8285,Audi,B
8285,Maserati,A
16929,Toyota,B
8045,Genesis,B
8045,Audi,C
8045,Toyota,B
8045,Lexus,B
8045,Volvo,B
8045,Maserati,A
8045,Hyundai,B
8045,Mazda,B
1475,Maserati,A
1475,Lexus,A
1475,Volkswagen,A
1475,Toyota,A
1475,Hyundai,A
1475,Mazda,A
1475,Audi,A
1475,Volvo,A+
1475,Genesis,A
1296,Maserati,A
1296,Toyota,B
1296,Volvo,C
1296,Mazda,B
1296,Hyundai,B
1296,Audi,A
1296,Genesis,B
1296,Volkswagen,A
1296,Lexus,B
15324,Lexus,A
15324,Hyundai,B
15324,Volvo,A
15324,Audi,C
15324,Genesis,B
15324,Volkswagen,A
15324,Toyota,A
15324,Mazda,A
1353,Genesis,A+
1353,Maserati,A+
1353,Toyota,A+
1353,Lexus,A+
1353,Audi,C
1353,Hyundai,A+
1353,Volvo,A+
1353,Volkswagen,A
1353,Mazda,A+
11550,Volvo,B
11550,Maserati,A
11550,Toyota,B
11550,Mazda,B
11550,Audi,C
11550,Lexus,B
5891,Genesis,B
5891,Volvo,C
5891,Volkswagen,B
5891,Mazda,C
5891,Lexus,B
5891,Maserati,C
5891,Toyota,B
5891,Hyundai,B
16202,Lexus,A
16202,Toyota,A
16202,Hyundai,A
16202,Volkswagen,A
16202,Genesis,B
16202,Mazda,A
885,Genesis,B
885,Hyundai,B
885,Mazda,B
885,Maserati,A
885,Lexus,B
885,Toyota,B
1743,Genesis,B
1743,Toyota,B
1743,Maserati,A
1743,Volvo,C
1743,Lexus,B
1743,Mazda,A+
1743,Hyundai,B
10006,Mazda,B
10006,Maserati,A
10006,Toyota,B
10006,Lexus,B
4359,Maserati,A
1610,Lexus,B
1610,Toyota,C
1610,Volvo,C
3280,Maserati,A+
3280,Toyota,A+
3280,Lexus,A+
14603,Lexus,B
14603,Toyota,B
4365,Maserati,A
14775,Toyota,C
14775,Lexus,C
14181,Lexus,B
14181,Maserati,A
14181,Toyota,B
14623,Lexus,B
5235,Maserati,A
1080,Maserati,A
1080,Toyota,B
1271,Toyota,B
1271,Volvo,B
1271,Maserati,A
5304,Maserati,A
14256,Toyota,B
14256,Hyundai,A
14256,Maserati,A
7534,Lexus,B
7534,Volkswagen,C
7534,Volvo,A
7534,Toyota,B
7534,Hyundai,B
7534,Mazda,B
1706,Maserati,A
1706,Audi,C
1706,Lexus,B
1706,Toyota,B
4243,Maserati,A
2679,Hyundai,A+
2679,Audi,C
2679,Toyota,A+
2726,Maserati,A
2679,Genesis,A+
2726,Toyota,A
2726,Audi,C
2679,Lexus,A+
2679,Maserati,A
14254,Maserati,A
14254,Lexus,B
14254,Audi,C
14254,Toyota,B
14190,Maserati,A
14190,Toyota,B
14190,Audi,C
14180,Toyota,B
14180,Maserati,A
14180,Lexus,B
1862,Toyota,B
1862,Maserati,A
2533,Audi,C
2533,Genesis,A+
2533,Maserati,A
2533,Hyundai,B
14188,Lexus,B
14188,Toyota,B
14188,Maserati,A
14283,Toyota,B
14257,Toyota,B
14191,Lexus,B
14191,Toyota,B
9783,Toyota,B
9783,Lexus,B
14790,Volkswagen,Pending
14790,Toyota,C
14790,Lexus,B
14189,Maserati,A
14189,Lexus,B
14189,Toyota,B
838,Toyota,A
838,Hyundai,A+
838,Lexus,A
838,Audi,C
838,Volkswagen,A
838,Mazda,A
838,Maserati,A+
838,Genesis,A+
838,Volvo,A+
1078,Genesis,A
1078,Hyundai,A
1078,Maserati,A
82,Maserati,A
17327,Audi,B
17327,Volvo,B
15560,Genesis,B
15560,Audi,C
15560,Volkswagen,B
15560,Mazda,B
15560,Toyota,B
15560,Hyundai,B
15560,Volvo,B
17116,Lexus,B
17116,Toyota,B
56,Audi,B
56,Lexus,C
56,Volkswagen,B
56,Toyota,C
56,Mazda,B
56,Genesis,B
56,Volvo,B
56,Hyundai,B
12322,Audi,C
12322,Volvo,C
12322,Toyota,B
12322,Mazda,B
1980,Mazda,A+
1980,Volkswagen,A
1980,Genesis,A+
1980,Volvo,A+
1980,Hyundai,A+
1980,Maserati,A+
1980,Audi,B
1980,Toyota,A+
1980,Lexus,A+
644,Hyundai,A
644,Lexus,C
644,Toyota,C
644,Genesis,B
644,Volvo,C
644,Audi,C
644,Mazda,C
14847,Volvo,B
14847,Audi,C
14847,Mazda,B
14847,Toyota,B
14847,Volkswagen,B
7663,Maserati,A
7663,Audi,C
7663,Hyundai,B
7663,Toyota,A
7663,Genesis,B
7663,Mazda,B
7663,Lexus,A
4366,Genesis,B
4366,Maserati,A
4366,Hyundai,B
4366,Volvo,B
4366,Mazda,B
4366,Audi,C
4366,Lexus,B
4366,Toyota,B
18333,Toyota,B
6117,Maserati,A
6117,Genesis,B
6117,Volvo,C
6117,Toyota,A
6117,Hyundai,B
6117,Lexus,A
6117,Mazda,B
18638,Genesis,B
13004,Maserati,A+
13004,Audi,C
13004,Mazda,A
13004,Toyota,A
1024,Volvo,C
1024,Lexus,A+
1024,Audi,C
1024,Mazda,A+
1024,Genesis,A+
1024,Hyundai,A+
1024,Volkswagen,A
1024,Toyota,A+
8103,Toyota,B
8103,Mazda,B
13626,Volvo,C
13626,Toyota,B
13626,Audi,C
6503,Toyota,B
6503,Volkswagen,B
6503,Lexus,B
6503,Audi,C
6503,Hyundai,B
6503,Genesis,A
6503,Mazda,B
6503,Maserati,A
6503,Volvo,B
16835,Volvo,B
4088,Genesis,B
11323,Lexus,B
4088,Audi,B
11323,Toyota,B
11323,Volkswagen,A
4088,Lexus,B
11323,Genesis,B
4088,Polestar,A
4088,Mazda,A+
4088,Toyota,B
11323,Hyundai,B
4088,Hyundai,A
4088,Volvo,B
11323,Mazda,B
4088,Volkswagen,A
984,Volkswagen,A
984,Mazda,A
984,Hyundai,A
984,Toyota,A
984,Volvo,A
984,Genesis,A+
984,Lexus,A
984,Polestar,A
984,Audi,B
984,Bentley,A+
2091,Lexus,B
2091,Genesis,B
2091,Hyundai,B
2091,Volkswagen,A
2091,Volvo,B
2091,Toyota,B
2091,Mazda,B
2091,Audi,C
2245,Lexus,B
2245,Mazda,B
2245,Audi,C
2245,Toyota,B
2245,Volkswagen,A
2245,Genesis,B
2245,Volvo,B
2245,Hyundai,B
2245,Polestar,B
16724,Mazda,A
16724,Toyota,A
16724,Lexus,A
16724,Hyundai,A
5884,Hyundai,A
5884,Volvo,C
5884,Toyota,A
5884,Genesis,B
5884,Lexus,A
5884,Volkswagen,A
5884,Mazda,A
17769,Volvo,B
17769,Hyundai,B
17769,Lexus,B
17769,Toyota,B
17769,Mazda,B
17769,Genesis,A
1584,Polestar,B
1584,Toyota,B
1584,Audi,B
1584,Lexus,B
1584,Mazda,B
1584,Volkswagen,A
1584,Genesis,B
1584,Volvo,B
1584,Hyundai,B
611,Volvo,C
611,Mazda,A+
611,Volkswagen,A
611,Genesis,B
611,Hyundai,A
611,Lexus,A
611,Toyota,A
2992,Volkswagen,A
2992,Mazda,A+
2992,Volvo,A
2992,Toyota,A
2992,Genesis,A
2992,Audi,B
2992,Lexus,A
2992,Polestar,A
2992,Hyundai,B
6516,Toyota,A
6516,Lexus,A
6516,Mazda,A
6516,Hyundai,B
6516,Volvo,A
13679,Hyundai,B
13679,Toyota,B
13679,Mazda,B
13679,Genesis,B
13679,Lexus,B
13679,Volvo,B
13679,Polestar,B
7488,Polestar,A
7488,Volkswagen,A
7488,Audi,C
7488,Lexus,A
7488,Hyundai,B
7488,Mazda,A+
7488,Toyota,A
7488,Volvo,A
7488,Genesis,A
5788,Audi,C
5788,Volkswagen,A
5788,Lexus,A
5788,Toyota,A
5788,Volvo,A
5788,Mazda,B
5788,Genesis,A
5788,Hyundai,A+
5788,Polestar,A
1214,Volvo,C
1214,Mazda,B
1214,Genesis,B
1214,Lexus,C
1214,Hyundai,B
1214,Toyota,C
14630,Lexus,B
14630,Polestar,B
14630,Volvo,C
14630,Toyota,B
14630,Mazda,B
14630,Volkswagen,B
14630,Genesis,B
14630,Hyundai,B
14630,Audi,C
5089,Genesis,A+
5089,Volvo,A
14248,Genesis,A
14248,Hyundai,A
14248,Volvo,A
14248,Lexus,A
14248,Polestar,A
14248,Toyota,A
14248,Volkswagen,A
14248,Audi,A
14248,Mazda,A
5035,Hyundai,B
5035,Volvo,B
5035,Audi,C
5035,Lexus,B
5035,Genesis,B
5035,Volkswagen,A
5035,Toyota,B
5035,Polestar,B
16467,Lexus,B
16467,Toyota,B
16080,Volkswagen,A
16080,Mazda,A
16080,Volvo,B
16080,Lexus,A+
16080,Genesis,A
16080,Toyota,A+
16080,Polestar,A
16080,Hyundai,A
17305,Toyota,B
17305,Genesis,B
17305,Polestar,B
17305,Mazda,B
17305,Volvo,C
17305,Hyundai,B
17305,Lexus,B
5806,Lexus,B
5806,Mazda,B
5806,Volkswagen,B
5806,Volvo,B
5806,Genesis,B
5806,Toyota,B
5806,Hyundai,B
382,Lexus,C
382,Hyundai,B
382,Toyota,C
382,Mazda,B
382,Volkswagen,A
382,Volvo,C
17130,Mazda,B
17130,Audi,B
17130,Genesis,B
17130,Volkswagen,A
17130,Lexus,B
17130,Toyota,B
17130,Volvo,C
17130,Hyundai,B
13847,Hyundai,B
13847,Toyota,B
13847,Lexus,B
13847,Mazda,B
18111,Hyundai,B
18111,Mazda,B
14402,Lexus,A+
14402,Volvo,A+
14402,Hyundai,A+
14402,Polestar,A+
14402,Audi,A
14402,Volkswagen,A+
14402,Genesis,A+
14402,Toyota,A+
14402,Bentley,A+
14402,Mazda,A+
14899,Toyota,B
14899,Volkswagen,A
14899,Mazda,B
14899,Lexus,B
14899,Volvo,B
14899,Genesis,B
14899,Hyundai,B
14899,Audi,C
18935,Volkswagen,B
18905,Lexus,B
18905,Toyota,B
17131,Mazda,B
17131,Volvo,B
17131,Hyundai,B
17131,Lexus,B
17131,Polestar,B
17131,Toyota,B
17131,Genesis,B
7975,Audi,A
7975,Volvo,B
7975,Toyota,B
7975,Bentley,A
7975,Genesis,B
7975,Mazda,B
7975,Volkswagen,B
7975,Hyundai,B
7975,Lexus,B
18499,Lexus,B
18499,Mazda,C
18499,Hyundai,B
18499,Toyota,B
16799,Lexus,A
16799,Genesis,B
16799,Audi,B
16799,Toyota,A
16799,Volvo,B
16799,Polestar,B
16799,Hyundai,B
16799,Maserati,B
16799,Mazda,B
16799,Volkswagen,B
13998,Toyota,B
13998,Mazda,B
13998,Hyundai,B
13998,Lexus,B
7981,Polestar,A
7981,Toyota,A
7981,Hyundai,A
7981,Lexus,A
7981,Volvo,C
7981,Bentley,A
7981,Volkswagen,A
7981,Genesis,A
7981,Maserati,A
7981,Mazda,A
7981,Audi,A
2327,Hyundai,A
2327,Mazda,A
2327,Lexus,A
2327,Volvo,B
2327,Toyota,A
2327,Polestar,B
2327,Genesis,B
2327,Volkswagen,A
14076,Hyundai,B
14076,Toyota,B
14076,Volvo,B
14076,Mazda,B
14076,Lexus,B
17676,Lexus,B
17676,Toyota,B
497,Toyota,A
497,Lexus,A
497,Volvo,B
497,Genesis,B
497,Audi,C
497,Hyundai,A
497,Mazda,B
5896,Mazda,B
5896,Volvo,C
5896,Toyota,B
5896,Lexus,B
5896,Volkswagen,A
5896,Genesis,B
5896,Hyundai,B
5820,Hyundai,B
5820,Lexus,B
5820,Toyota,B
5820,Polestar,B
5820,Volkswagen,B
5820,Volvo,C
5820,Genesis,B
5820,Mazda,C
16291,Lexus,B
16291,Toyota,B
16291,Volkswagen,B
16291,Audi,C
16291,Volvo,A
16291,Hyundai,B
16291,Mazda,B
14319,Toyota,B
14319,Lexus,B
14319,Mazda,B
14319,Hyundai,B
1425,Lexus,A
1425,Genesis,B
1425,Volvo,C
1425,Toyota,A
1425,Hyundai,B
1425,Mazda,A
1425,Audi,C
7182,Maserati,A
7182,Mazda,B
679,Lexus,B
679,Toyota,B
679,Volvo,C
679,Maserati,A
679,Hyundai,B
679,Volkswagen,C
679,Mazda,B
7697,Lexus,C
7697,Maserati,A
7697,Toyota,C
7697,Hyundai,B
7697,Mazda,B
7697,Volvo,C
2907,Volkswagen,Pending
2907,Mazda,B
2907,Lexus,B
2907,Hyundai,B
2907,Toyota,B
2907,Volvo,C
2907,Maserati,A
2907,Genesis,B
3184,Mazda,B
3184,Lexus,C
3184,Toyota,C
3184,Maserati,A
3184,Genesis,B
3184,Volvo,C
3184,Hyundai,B
514,Genesis,B
514,Lexus,B
514,Audi,C
514,Toyota,B
514,Maserati,A
514,Volvo,C
514,Volkswagen,B
514,Mazda,A
514,Hyundai,B
13446,Genesis,B
13446,Hyundai,B
13446,Audi,C
13446,Volkswagen,C
13446,Mazda,A+
13446,Maserati,A
13446,Lexus,B
13446,Volvo,B
13446,Toyota,B
11806,Volvo,C
11806,Maserati,A
11806,Lexus,C
11806,Toyota,C
2395,Mazda,B
2395,Hyundai,B
2395,Lexus,B
2395,Volvo,C
2395,Toyota,B
2395,Audi,C
15680,Lexus,A
15680,Genesis,B
15680,Mazda,B
15680,Volkswagen,B
15680,Audi,C
15680,Toyota,A
15680,Hyundai,B
8733,Genesis,B
8733,Maserati,A
8733,Audi,B
13507,Mazda,B
9226,Toyota,B
13507,Volvo,B
8733,Volvo,B
13507,Lexus,B
9226,Volkswagen,B
13507,Volkswagen,B
9226,Hyundai,A
8733,Mazda,B
8733,Lexus,B
13507,Genesis,B
9226,Volvo,B
13507,Maserati,A
9226,Maserati,A
8733,Toyota,B
13507,Hyundai,B
9226,Genesis,B
9226,Mazda,A
8733,Hyundai,B
13507,Toyota,B
9226,Lexus,B
3150,Genesis,B
3150,Maserati,A
3150,Hyundai,B
3150,Toyota,B
3150,Lexus,B
3150,Mazda,B
9197,Mazda,B
9197,Toyota,C
9197,Volvo,B
9197,Lexus,C
9197,Hyundai,B
9197,Maserati,A
9197,Genesis,B
17647,Mazda,A
2981,Maserati,A
2981,Volkswagen,A
2981,Genesis,B
2981,Volvo,C
2981,Hyundai,A
2981,Toyota,B
2981,Audi,C
2981,Lexus,B
2981,Mazda,B
17878,Lexus,C
17878,Toyota,C
17878,Volvo,B
17878,Mazda,C
17878,Genesis,B
17878,Audi,C
15667,Genesis,B
15667,Hyundai,B
15667,Volvo,C
15667,Lexus,B
15667,Mazda,B
15667,Audi,C
15667,Toyota,B
489,Mazda,A
489,Genesis,B
489,Hyundai,A
489,Lexus,B
489,Toyota,B
489,Volkswagen,A
489,Audi,C
14988,Toyota,B
16815,Volvo,A
16815,Audi,C
16815,Toyota,C
16815,Lexus,C
16815,Mazda,B
9790,Volvo,A
9790,Lexus,B
9790,Audi,C
9790,Genesis,A
9790,Mazda,B
9790,Volkswagen,C
9790,Hyundai,B
9790,Toyota,B
8449,Lexus,C
8449,Toyota,C
18278,Lexus,C
18278,Volvo,B
18278,Toyota,C
18278,Genesis,B
18278,Hyundai,A
18278,Volkswagen,B
18278,Mazda,A
18278,Audi,C
18301,Hyundai,B
18301,Lexus,C
18301,Toyota,C
7248,Mazda,B
7248,Toyota,C
7248,Volkswagen,A
7248,Hyundai,B
7248,Lexus,C
7248,Maserati,A
1907,Genesis,B
1907,Lexus,B
1907,Toyota,B
1907,Volvo,B
1907,Maserati,A
1907,Hyundai,B
1907,Volkswagen,B
1907,Mazda,B
1913,Volvo,C
1913,Maserati,A
1913,Lexus,C
1913,Hyundai,B
1913,Toyota,C
1913,Mazda,B
11518,Hyundai,B
11518,Maserati,A
11518,Volvo,B
11518,Mazda,B
11518,Genesis,B
11518,Volkswagen,B
11518,Toyota,A
11518,Lexus,A
18882,Genesis,B
18882,Lexus,C
18882,Toyota,Pending
18882,Volkswagen,Pending
18882,Volvo,B
5415,Toyota,B
5415,Volvo,B
5415,Maserati,A
5415,Volkswagen,B
5415,Genesis,B
5415,Mazda,B
5415,Hyundai,B
5415,Lexus,B
7452,Hyundai,B
7452,Volvo,C
7452,Lexus,C
7452,Toyota,C
7452,Maserati,A
7452,Mazda,B
17929,Mazda,A
6346,Audi,A
6346,Lexus,A
6346,Mazda,A
6346,Hyundai,A
6346,Maserati,A
6346,Genesis,A
6346,Volvo,A
6346,Volkswagen,A
6346,Toyota,A
1558,Hyundai,B
1558,Toyota,B
1558,Lexus,B
1558,Mazda,B
1558,Volvo,B
1558,Maserati,A
1558,Genesis,B
2164,Lexus,C
2164,Maserati,A
2164,Hyundai,B
2164,Toyota,C
2164,Volvo,C
2164,Volkswagen,C
2164,Mazda,B
16143,Lexus,C
16143,Toyota,C
16143,Mazda,Pending
9655,Audi,B
9655,Genesis,A
9655,Mazda,A
9655,Volkswagen,B
9655,Hyundai,A
9655,Toyota,A
9655,Lexus,A
9655,Volvo,B
9655,Maserati,A
6248,Genesis,B
6248,Lexus,B
6248,Maserati,A
6248,Mazda,B
6248,Volvo,B
6248,Hyundai,B
6248,Volkswagen,B
6248,Toyota,B
2053,Hyundai,A
2053,Maserati,A
2053,Lexus,B
2053,Volvo,C
2053,Volkswagen,A
4438,Audi,B
2053,Toyota,B
2053,Audi,C
2053,Genesis,A
2053,Mazda,B
2987,Mazda,B
2987,Volvo,C
2987,Toyota,B
2987,Lexus,B
2987,Genesis,B
2987,Maserati,A
2987,Hyundai,B
14653,Mazda,B
14653,Genesis,B
14653,Toyota,A
14653,Hyundai,B
14653,Lexus,A
6832,Hyundai,B
6832,Volkswagen,A
6832,Mazda,B
6832,Volvo,A
6832,Lexus,A+
6832,Genesis,A
6832,Toyota,A+
6832,Audi,A
6832,Maserati,A
3900,Lexus,A
3900,Volvo,B
3900,Hyundai,A+
3900,Audi,B
3900,Genesis,A
3900,Mazda,A
3900,Maserati,A
3900,Volkswagen,A
3900,Toyota,A
14780,Lexus,C
14780,Mazda,B
14780,Toyota,C
14780,Hyundai,B
3198,Maserati,A
3198,Mazda,B
3198,Toyota,C
3198,Lexus,C
8742,Hyundai,B
8742,Toyota,B
8742,Mazda,B
8742,Genesis,B
8742,Volvo,B
8742,Lexus,B
8978,Volvo,C
8978,Audi,C
8978,Mazda,C
8738,Lexus,A+
8738,Mazda,A+
8738,Volvo,A
8738,Maserati,B
8738,Genesis,A+
8738,Audi,A
8738,Hyundai,B
8738,Toyota,A+
7394,Lexus,B
7394,Mazda,B
7394,Volvo,C
7394,Toyota,B
7394,Genesis,B
7394,Audi,C
7394,Maserati,A
7394,Hyundai,B
5360,Maserati,A
5360,Volvo,C
5360,Toyota,B
5360,Mazda,B
5360,Lexus,B
5360,Hyundai,B
13980,Lexus,A
13980,Volkswagen,A
13980,Hyundai,A
13980,Genesis,A
13980,Toyota,A
13980,Volvo,A
13980,Audi,B
13980,Mazda,A
13980,Maserati,A
7587,Volvo,B
7587,Toyota,A+
7587,Maserati,A
7587,Volkswagen,B
7587,Mazda,B
7587,Hyundai,B
7587,Lexus,A+
7587,Genesis,A
15305,Volvo,C
15305,Lexus,C
15305,Toyota,C
7901,Volkswagen,B
7789,Volvo,B
7901,Genesis,B
7789,Audi,C
7901,Mazda,B
7789,Mazda,B
